,Year,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
821,2012,73.0,5.204006687076795,1.0986122886681098,1.247032293786383,6.384816177227938,4.532599493153256,0.0,4.009149716158869,1.0986122886681098,4.543294782270004,2.0412203288596382,4.532599493153256,0.262364264467491,8.2503031303842,15.643480926936581,0.9555114450274363,0.9555114450274363,0.5128236264286639,13.2,0,1
822,2011,72.0,5.288267030694535,1.0986122886681098,1.2149127443642704,6.31042416497151,4.499809670330265,0.0,3.996364153861897,1.0986122886681098,2.302585092994046,2.0554049638515948,4.499809670330265,0.262364264467491,8.226195529801794,13.336275651284486,0.9932517730102833,0.9555114450274363,0.510425543744651,13.0,0,1
823,2010,72.0,5.2574953720277815,1.0986122886681098,1.2119409739751128,6.15356302924265,4.499809670330265,0.0,3.9852734671677386,1.0986122886681098,4.499809670330265,2.0681277817795625,4.499809670330265,0.262364264467491,8.153462685435299,15.634338189911606,0.9932517730102833,0.9555114450274363,0.5080216964332566,12.9,0,1
824,2009,71.4,3.1780538303479458,1.0986122886681098,1.2669476034873244,6.034126064428251,4.5217885770490405,0.0,3.9721769282478934,1.0986122886681098,4.5217885770490405,2.057962510002712,4.5217885770490405,0.262364264467491,8.121920602554036,15.629891716412597,0.9932517730102833,0.9555114450274363,0.5080216964332566,12.8,0,1
825,2008,71.7,5.272999558563747,1.0986122886681098,1.3029127521808397,4.006596527967122,4.59511985013459,0.0,3.9589065913269965,1.3862943611198906,4.59511985013459,1.9754689512968577,4.59511985013459,0.262364264467491,5.881503671557972,11.020790739647728,1.0296194171811581,0.9932517730102833,0.5062150112083075,13.4,0,1
826,2007,71.2,3.1780538303479458,1.0986122886681098,1.3428648031925547,3.9759686411563924,4.605170185988092,0.0,1.916922612182061,1.3862943611198906,4.605170185988092,1.9906103279732201,4.605170185988092,0.262364264467491,5.8166294070341324,13.434946821142674,1.0296194171811581,0.9932517730102833,0.5050087384444258,12.9,0,1
827,2006,75.0,5.356586274672012,1.3862943611198906,1.3270750014599193,4.073216704125358,4.574710978503383,0.0,1.8082887711792655,1.3862943611198906,4.574710978503383,2.038619547159581,4.574710978503383,0.18232155679395465,5.897021353362606,13.394645984399201,1.0296194171811581,0.9932517730102833,0.501381164937991,12.9,0,1
828,2005,71.0,5.365976015021851,1.3862943611198906,1.3270750014599193,6.09041061858544,4.499809670330265,0.0,3.919991175077323,1.3862943611198906,4.499809670330265,2.1029138978649784,4.499809670330265,0.18232155679395465,7.95024904951952,13.351826120503086,1.0647107369924282,1.0296194171811581,0.49713229663398817,12.7,0,1
829,2004,70.0,5.375278407684165,1.3862943611198906,1.3609765531356006,5.990478641762986,2.302585092994046,0.0,3.903990833730882,1.3862943611198906,2.302585092994046,2.1162555148025524,2.302585092994046,0.262364264467491,7.876182729061957,8.821142236331891,1.0647107369924282,1.0296194171811581,0.4922542381805553,12.4,0,1
830,2003,69.9,3.4011973816621555,1.3862943611198906,1.410986973710262,5.994296276724529,4.553876891600541,0.0,3.8877303128591016,1.6094379124341003,4.543294782270004,2.152924318439639,4.553876891600541,0.262364264467491,7.832306751591264,15.602514738708468,1.0986122886681098,1.0647107369924282,0.48735226758034855,12.0,0,1
831,2002,73.0,3.2188758248682006,1.3862943611198906,1.3787660946990992,3.4237835088765487,4.406719247264253,0.0,3.871201010907891,1.6094379124341003,4.406719247264253,2.186051276738094,4.406719247264253,0.33647223662121295,5.519108152278649,10.992621732170127,1.0986122886681098,1.0647107369924282,0.48304324275353905,11.8,0,1
832,2001,68.9,5.393627546352362,1.6094379124341003,1.355835153635182,5.808459732746729,4.330733340286331,1.0986122886681098,3.8543938925915096,1.6094379124341003,4.553876891600541,2.2192034840549946,4.532599493153256,0.33647223662121295,7.757808871990785,13.297933863583498,1.1314021114911006,1.0986122886681098,0.47933495667461984,11.6,0,1
833,2000,69.0,5.389071729816501,1.6094379124341003,1.332366019094335,5.871185052639798,4.605170185988092,0.0,3.835141961092188,1.791759469228055,4.59511985013459,2.2159372862683733,4.605170185988092,0.33647223662121295,7.713968431771598,15.584960851125821,1.1314021114911006,1.0986122886681098,0.47436908675537554,11.3,0,1
834,2015,58.2,3.4965075614664802,1.3862943611198906,1.7232773221513311,0.0,2.833213344056216,7.1316985104669115,3.2386784521643803,1.6094379124341003,2.8903717578961645,1.9370408655603775,2.833213344056216,1.6486586255873816,7.206609141447569,13.977110565382452,2.2407096892759584,2.2300144001592104,0.4586898693454621,9.2,0,1
835,2014,57.9,3.4965075614664802,1.3862943611198906,0.009950330853168083,2.667559691218185,1.0986122886681098,2.6390573296152584,3.2188758248682006,1.6094379124341003,3.2188758248682006,1.5686159179138452,1.0986122886681098,1.6863989535702288,5.265780383425062,13.93721921162313,2.2512917986064953,2.2407096892759584,0.4586898693454621,9.2,0,1
836,2013,57.4,5.793013608384144,1.3862943611198906,2.4612967841488667,5.058731684326861,4.405992900805995,5.7745515455444085,3.1986731175506815,1.6094379124341003,1.3862943611198906,1.5539252025038417,1.3862943611198906,1.9021075263969205,7.717793453002661,12.121315090411192,2.2617630984737906,2.2617630984737906,0.46121512321265623,9.2,0,1
837,2012,56.7,5.823045895483019,1.3862943611198906,2.556451816951096,7.314161700582378,4.405992900805995,7.0825485693553,3.1780538303479458,1.6094379124341003,1.3862943611198906,1.6094379124341003,3.2188758248682006,2.2192034840549946,9.978532536985254,11.839304074757608,2.272125885509337,2.272125885509337,0.4593217808988751,9.2,0,1
838,2011,56.2,5.84354441703136,1.3862943611198906,2.4840729690394228,7.309246687058263,4.405992900805995,0.0,3.1612467120315646,1.6094379124341003,3.6888794541139363,1.4562867329399256,3.7376696182833684,2.163323025660538,9.973614468684623,11.507209157974119,2.2925347571405443,2.2823823856765264,0.4574248470388754,9.2,0,1
839,2010,56.1,5.8289456176102075,1.3862943611198906,2.391511302188447,7.084810173727039,4.405992900805995,0.0,3.139832617527748,1.6094379124341003,4.0943445622221,1.5769147207285403,3.8066624897703196,2.1041341542702074,9.749021154208362,11.46284196480224,2.302585092994046,2.302585092994046,0.4631048875545789,9.2,0,1
840,2009,55.7,3.5553480614894135,1.3862943611198906,2.1938856760707046,4.754186922509519,4.405992900805995,4.3694478524670215,3.122364924487357,1.6094379124341003,4.060443010546419,1.843719208158766,3.784189633918261,2.1162555148025524,7.41112942934845,11.504005802795575,2.322387720290225,2.322387720290225,0.4637340162321401,9.1,0,1
841,2008,55.4,5.82600010738045,1.3862943611198906,2.234306252240751,7.442304432661233,4.405992900805995,6.07993319509559,3.104586678466073,1.6094379124341003,4.02535169073515,1.1969481893889715,3.7612001156935624,1.9878743481543455,10.03202946293304,13.674429596065211,2.33214389523559,2.33214389523559,0.46499108742219125,9.1,0,1
842,2007,55.0,5.8289456176102075,1.3862943611198906,2.061786606441115,6.932954634376196,4.405992900805995,1.791759469228055,1.3609765531356006,1.6094379124341003,4.007333185232471,1.1786549963416462,3.7376696182833684,1.9315214116032138,9.665410495029835,13.628371013284251,2.3513752571634776,2.3513752571634776,0.461845441544272,9.0,0,1
843,2006,54.8,5.823045895483019,1.3862943611198906,2.1138429683971687,6.719735035674466,4.405992900805995,0.0,1.252762968495368,1.6094379124341003,3.970291913552122,1.1410330045520618,1.6094379124341003,1.840549633397487,9.451973995445181,13.582591885446789,2.3702437414678603,2.3608540011180215,0.4504384737508955,9.0,0,1
844,2005,54.4,5.823045895483019,1.3862943611198906,2.1029138978649784,2.570026225254583,4.405992900805995,0.0,1.1631508098056809,1.6094379124341003,1.791759469228055,0.9669838461896731,3.6888794541139363,1.7749523509116738,5.229145943407402,13.537538523471234,2.379546134130174,2.379546134130174,0.44660705143933954,8.7,0,1
845,2004,54.1,5.820082930352362,1.3862943611198906,1.9851308622085946,3.818759756331015,4.405992900805995,3.6635616461296463,3.0349529867072724,1.6094379124341003,3.8918202981106265,1.2237754316221157,3.6635616461296463,1.6863989535702288,6.531386201004476,13.493675867839624,0.6931471805599453,0.6931471805599453,0.44018854416655,8.5,0,1
846,2003,53.8,5.814130531825066,1.3862943611198906,2.0955609235597192,5.739096395391196,4.405992900805995,2.9444389791664403,3.0204248861443626,1.6094379124341003,3.8501476017100584,1.172482137234565,3.6375861597263857,1.5260563034950492,8.182608507406218,13.451108695273026,0.7884573603642702,0.7419373447293773,0.4408322519454557,8.4,0,1
847,2002,53.5,5.814130531825066,1.3862943611198906,1.9473377010464987,5.462930639352007,4.405992900805995,3.2188758248682006,3.0007198150650303,1.6094379124341003,3.8066624897703196,1.252762968495368,3.6109179126442243,1.3609765531356006,7.905504751789031,11.107180317654745,0.8754687373538999,0.832909122935104,0.4330802751411378,8.2,0,1
848,2001,53.1,5.814130531825066,1.3862943611198906,1.803358605071407,5.292218582715891,4.405992900805995,7.200424892944957,2.9806186357439426,1.6094379124341003,3.784189633918261,1.0224509277025458,3.58351893845611,1.1939224684724346,7.734068518565411,13.368853074253249,0.9555114450274363,0.8754687373538999,0.4233050262364954,8.0,0,1
849,2000,52.7,5.820082930352362,1.3862943611198906,1.6974487897568136,2.769741749079867,4.405992900805995,0.0,2.9601050959108397,1.6094379124341003,3.7376696182833684,1.3164082336557241,3.5553480614894135,1.0647107369924282,5.157242795552749,13.328277755247715,0.9932517730102833,0.9555114450274363,0.0,0.0,0,1
850,2015,64.7,5.545177444479562,1.791759469228055,1.7232773221513311,0.0,4.564348191467836,5.293304824724492,2.975529566236472,2.0794415416798357,4.564348191467836,1.9370408655603775,4.564348191467836,0.33647223662121295,8.920543861560303,16.361306588246645,2.2407096892759584,2.2192034840549946,0.34924742810993575,5.0,0,1
851,2014,64.4,5.568344503761097,1.791759469228055,0.009950330853168083,0.0,4.553876891600541,4.852030263919617,2.9444389791664403,2.1972245773362196,4.553876891600541,1.4678743481123135,4.553876891600541,0.33647223662121295,8.920543861560303,16.361306588246645,2.2512917986064953,2.2300144001592104,0.34783599527152803,5.0,0,1
852,2013,64.0,5.58724865840025,1.9459101490553132,0.009950330853168083,0.0,4.553876891600541,3.828641396489095,2.917770732084279,2.1972245773362196,4.553876891600541,1.410986973710262,4.553876891600541,0.4054651081081644,8.920543861560303,16.361306588246645,2.2617630984737906,2.2407096892759584,0.346422567474381,5.0,0,1
853,2012,63.6,5.616771097666572,1.9459101490553132,0.009950330853168083,0.0,4.553876891600541,5.272999558563747,2.8903717578961645,2.1972245773362196,4.553876891600541,1.3812818192963463,4.553876891600541,0.4700036292457356,8.920543861560303,16.361306588246645,2.272125885509337,2.2617630984737906,0.3435897043900769,5.0,0,1
854,2011,62.9,5.659482215759621,1.9459101490553132,0.4824261492442927,3.090129270624761,4.574710978503383,3.8918202981106265,2.8622008809294686,2.1972245773362196,4.574710978503383,1.5260563034950492,4.574710978503383,0.5306282510621704,6.369516545928132,13.011364775343681,2.2823823856765264,2.272125885509337,0.3400373027857091,5.0,0,1
855,2010,62.1,5.700443573390687,1.9459101490553132,0.4762341789963716,2.910032645300226,2.302585092994046,3.9512437185814275,2.833213344056216,2.302585092994046,2.302585092994046,1.4445632692438664,2.302585092994046,0.6418538861723948,6.180327040260274,10.691603945686776,2.2925347571405443,2.2823823856765264,0.3393253056036194,5.1,0,1
856,2009,61.4,5.7430031878094825,1.9459101490553132,0.48858001481867097,0.9459117442194458,4.532599493153256,4.418840607796598,2.803360380906535,2.302585092994046,4.532599493153256,1.4586150226995167,4.532599493153256,0.6931471805599453,3.8011908788832693,12.974640329355044,2.302585092994046,2.2925347571405443,0.3378997886123984,5.2,0,1
857,2008,67.0,5.777652323222656,1.9459101490553132,0.3987761199573678,2.546763696954274,4.553876891600541,0.0,2.7788192719904172,2.302585092994046,4.553876891600541,1.5454325824581878,4.553876891600541,0.7419373447293773,5.792481887777502,15.258335761042067,2.312535423847214,2.312535423847214,0.3407487933884732,5.2,0,1
858,2007,62.0,5.799092654460526,1.9459101490553132,0.8020015854720274,2.519618785879129,4.5217885770490405,4.02535169073515,2.7536607123542622,2.302585092994046,4.5217885770490405,1.4562867329399256,4.5217885770490405,0.832909122935104,5.763086801266379,15.239421702398646,2.322387720290225,2.322387720290225,0.3400373027857091,5.3,0,1
859,2006,59.7,5.820082930352362,2.0794415416798357,0.6780335427498971,2.451237634004787,4.553876891600541,4.859812404361672,2.72785282839839,2.302585092994046,4.553876891600541,1.4586150226995167,4.553876891600541,0.8754687373538999,5.699870124719485,13.053332648057921,2.33214389523559,2.33214389523559,0.3400373027857091,5.3,0,1
860,2005,59.4,3.5553480614894135,2.0794415416798357,0.7275486072772778,1.8024832579812375,4.574710978503383,2.995732273553991,2.7013612129514133,2.302585092994046,4.574710978503383,1.3787660946990992,4.574710978503383,0.9555114450274363,5.626753687225344,10.589056087572523,2.341805806147327,2.3513752571634776,0.0,5.4,0,1
861,2004,59.1,5.8377304471659395,2.0794415416798357,0.49469624183610705,2.42134306746532,4.442651256490317,3.2188758248682006,2.681021528714291,2.3978952727983707,4.59511985013459,1.420695787837223,4.59511985013459,1.0296194171811581,5.664425463121384,15.165821201204158,2.3608540011180215,2.3608540011180215,0.0,5.0,0,1
862,2003,58.8,5.840641657373398,2.0794415416798357,0.44468582126144574,2.068633091889155,4.5217885770490405,5.932245187448011,2.6602595372658615,2.3978952727983707,4.564348191467836,1.5040773967762742,4.543294782270004,1.0647107369924282,5.4544427207076955,15.134132425514506,2.3702437414678603,2.3702437414678603,0.0,4.7,0,1
863,2002,58.5,5.840641657373398,2.0794415416798357,0.6043159668533294,0.5324690140532485,4.465908118654584,6.133398042996649,2.6461747973841225,2.3978952727983707,4.532599493153256,1.6486586255873816,2.302585092994046,1.0647107369924282,3.1253910943171115,15.10050282355384,2.388762789235098,2.388762789235098,0.0,4.4,0,1
864,2001,58.1,5.846438775057725,2.0794415416798357,0.4762341789963716,1.886102444774439,4.405992900805995,5.3230099791384085,2.624668592163159,2.3978952727983707,4.499809670330265,1.599387576580599,4.465908118654584,1.0986122886681098,5.3759227047098825,15.067451760330899,0.6931471805599453,0.6931471805599453,0.0,4.3,0,1
865,2000,45.3,6.386879319362645,2.0794415416798357,0.6043159668533294,0.5515492613853645,4.405992900805995,6.672032945461067,2.6100697927420065,2.3978952727983707,4.418840607796598,1.691939133945844,4.406719247264253,1.0647107369924282,3.374064207238746,12.73458689896722,0.7884573603642702,0.7419373447293773,0.0,3.9,0,1
866,2015,77.6,4.787491742782046,0.0,1.7232773221513311,0.0,4.5217885770490405,1.6094379124341003,4.109233174715851,0.0,4.543294782270004,1.9370408655603775,4.543294782270004,0.09531017980432487,7.482079001584073,11.78712708300813,1.0647107369924282,1.0647107369924282,0.6221880916194514,16.5,0,1
867,2014,77.3,4.812184355372417,0.0,0.009950330853168083,7.901404398965581,4.543294782270004,0.0,4.100989104940769,0.0,4.543294782270004,1.998773638612381,4.543294782270004,0.09531017980432487,9.900606171341506,14.089001916834196,1.0647107369924282,1.0647107369924282,0.6205764877251099,16.5,0,1
868,2013,76.9,4.852030263919617,0.0,0.009950330853168083,5.569456407504357,4.543294782270004,1.0986122886681098,4.0943445622221,0.0,4.553876891600541,2.012232791986386,4.553876891600541,0.09531017980432487,7.565676548530966,14.091624476592756,1.0647107369924282,1.0647107369924282,0.6184236343640088,16.5,0,1
869,2012,76.3,4.912654885736052,0.0,0.009950330853168083,7.724934285003593,4.553876891600541,1.6094379124341003,4.085976312551584,0.0,4.553876891600541,1.9960599327407849,4.553876891600541,0.09531017980432487,9.765540264179979,14.095183391923564,1.0647107369924282,1.0647107369924282,0.6151856390902334,16.5,0,1
870,2011,76.1,4.9344739331306915,0.0,0.009950330853168083,7.672267195067624,4.553876891600541,2.0794415416798357,4.07753744390572,0.0,4.543294782270004,1.9213246735826988,4.543294782270004,0.09531017980432487,9.767429738050954,14.09876283333667,1.0647107369924282,1.0986122886681098,0.6086780239334952,16.4,0,1
871,2010,75.6,4.927253685157205,0.0,2.770711962226921,7.49721698078189,4.553876891600541,0.0,4.070734696582967,0.0,4.553876891600541,1.9810014688665833,4.553876891600541,0.09531017980432487,9.59148875717193,14.101798659289598,1.0647107369924282,1.0986122886681098,0.6059539688575679,16.2,0,1
872,2009,74.9,5.056245805348308,0.0,2.7750856024383683,7.4489677374159875,4.564348191467836,0.0,4.062165663857866,0.0,4.564348191467836,2.0706530356467567,4.564348191467836,0.09531017980432487,9.597459434497786,14.104079237264022,1.0986122886681098,1.0986122886681098,0.6075892921982987,16.1,0,1
873,2008,74.2,5.123963979403259,0.0,2.8898160479624417,5.420855132979774,4.553876891600541,0.0,4.055257173514054,0.0,4.564348191467836,2.028148247292285,4.564348191467836,0.09531017980432487,7.547263521545431,9.50151633368222,1.0986122886681098,1.1314021114911006,0.6070444815065336,16.1,0,1
874,2007,73.0,5.247024072160486,0.0,2.9375733593804587,7.552302739487019,4.564348191467836,0.6931471805599453,4.048300623720694,0.0,4.564348191467836,1.8180767775454285,4.564348191467836,0.09531017980432487,9.716401784890985,9.508146027598816,1.0986122886681098,1.1314021114911006,0.6037693694087286,16.1,0,1
875,2006,73.0,5.241747015059643,0.0,2.866761892257031,5.502690164808676,4.564348191467836,3.332204510175204,4.041295341132285,0.0,4.564348191467836,1.8082887711792655,4.564348191467836,0.09531017980432487,9.44116764772696,11.8106717231796,1.1314021114911006,1.1631508098056809,0.5999347988377665,16.1,0,1
876,2005,72.8,5.247024072160486,0.0,2.804571768092832,5.040223392348797,4.564348191467836,1.0986122886681098,4.034240638152395,0.0,4.574710978503383,1.824549292051046,4.574710978503383,0.09531017980432487,7.199912239172405,14.119146684976993,1.1314021114911006,1.1631508098056809,0.5944312076207876,15.9,0,1
877,2004,72.3,5.278114659230517,0.0,2.776954179749421,4.626149729270404,2.302585092994046,0.0,4.028916756899646,0.0,4.564348191467836,1.81319474994812,4.553876891600541,0.09531017980432487,6.787241773358138,11.82229074825315,1.1631508098056809,1.1939224684724346,0.5905605917848442,15.7,0,1
878,2003,71.9,5.298317366548036,0.0,2.5368663887187113,4.895773429163132,4.405992900805995,0.0,4.023564380161053,0.0,4.564348191467836,1.7783364488959144,4.553876891600541,0.09531017980432487,8.878391129278993,9.530465432917332,1.1631508098056809,1.1939224684724346,0.5866749360494286,15.6,0,1
879,2002,71.2,5.356586274672012,0.0,2.5241273629412815,2.1754381704832175,4.405992900805995,0.0,4.018183201256536,0.0,4.553876891600541,1.7647307968401356,4.553876891600541,0.09531017980432487,6.290360596601424,11.834545088449707,1.1939224684724346,1.2237754316221157,0.5827741230785748,15.4,0,1
880,2001,78.0,5.420534999272286,0.0,0.009950330853168083,4.495684040723087,4.405992900805995,0.0,4.012772908528289,0.0,4.553876891600541,1.766441661243765,4.553876891600541,0.09531017980432487,8.411823180157773,14.14345799004385,1.2237754316221157,1.252762968495368,0.5771750043075246,15.0,0,1
881,2000,78.0,5.389071729816501,0.0,0.009950330853168083,1.8481546907070845,4.405992900805995,2.302585092994046,4.007333185232471,0.0,4.543294782270004,1.8373699804801074,4.543294782270004,0.09531017980432487,3.8780166896442076,14.149827616714296,1.252762968495368,1.252762968495368,0.5675839575845996,14.4,0,1
882,2015,64.8,5.420534999272286,4.919980925828125,1.7232773221513311,0.0,4.356708826689592,9.783915417395283,2.9231615807191558,5.272999558563747,4.330733340286331,1.9370408655603775,4.356708826689592,0.4700036292457356,6.471517145132847,16.11682824814257,0.8754687373538999,0.7884573603642702,0.36533731701738503,8.4,0,1
883,2014,64.2,5.459585514144159,4.948759890378168,0.009950330853168083,4.510398504117725,4.356708826689592,9.452501929126154,2.9014215940827497,5.313205979041787,4.330733340286331,1.7715567619105355,4.356708826689592,0.4700036292457356,6.349422650270685,18.3939955913219,0.9162907318741551,0.832909122935104,0.3611648492115844,8.4,0,1
884,2013,63.7,5.472270673671475,4.983606621708336,1.0508216248317612,2.2314415575220603,4.290459441148391,8.566744970245486,2.8791984572980396,5.356586274672012,2.0794415416798357,1.8229350866965048,4.290459441148391,0.6418538861723948,3.9731856227343454,18.368204908533436,0.9555114450274363,0.8754687373538999,0.3555743384946993,8.4,0,1
885,2012,63.3,5.488937726156687,5.017279836814924,1.0438040521731147,4.475352019256497,4.248495242049359,8.3774712482411,2.856470206220483,5.402677381872279,2.0794415416798357,1.9125010869241836,4.248495242049359,0.7884573603642702,6.151811523747876,18.342115604137604,0.9932517730102833,0.9162907318741551,0.35206433138104914,8.4,0,1
886,2011,62.6,5.521460917862246,5.056245805348308,0.8415671856782186,4.230849811527373,4.189654742026425,8.08825472712243,2.833213344056216,5.44673737166631,2.0794415416798357,2.0215475632609334,4.189654742026425,0.8754687373538999,5.874499048926749,13.76079773945205,1.0647107369924282,0.9555114450274363,0.3442986728706769,8.2,0,1
887,2010,61.8,5.568344503761097,5.093750200806762,0.8501509293696101,4.230240259570023,4.143134726391533,8.351374706721296,2.8094026953624978,5.497168225293202,4.248495242049359,2.061786606441115,4.127134385045092,0.9932517730102833,5.8359794106227,13.684567811901243,2.4849066497880004,0.9932517730102833,0.33718626735486995,8.1,0,1
888,2009,68.0,5.616771097666572,5.135798437050262,0.7747271675523681,4.0032072308131985,4.04305126783455,7.0707241072602764,2.791165107812717,5.54907608489522,4.189654742026425,1.6882490928583902,4.07753744390572,1.0986122886681098,5.942160426948294,18.2630469685176,2.4932054526026954,1.0296194171811581,0.3314596947976687,8.1,0,1
889,2008,59.8,5.66988092298052,5.181783550292085,0.7561219797213337,3.6777637196116606,3.970291913552122,8.163940954755008,2.766319109226186,5.602118820879701,4.1588830833596715,1.6639260977181702,4.007333185232471,1.2237754316221157,5.788070172825727,18.23657631478556,2.501435951739211,1.0647107369924282,0.32063317259146684,7.6,0,1
890,2007,58.5,3.6888794541139363,5.231108616854587,0.7227059828014898,3.44886050174959,3.871201010907891,7.277247726631484,2.740840023925201,5.659482215759621,4.127134385045092,1.7387102481382397,1.791759469228055,1.33500106673234,5.498506763477356,9.005773206234908,2.509599262378372,2.4849066497880004,0.30895420772732063,7.1,0,1
891,2006,57.2,5.796057750765372,5.2832037287379885,0.7975071958841881,3.143700558558646,4.405992900805995,7.280697195384741,2.7212954278522306,5.720311776607412,4.0943445622221,1.6992786164338898,3.8501476017100584,1.4586150226995167,5.27194749764938,15.880560282477123,2.517696472610991,2.4932054526026954,0.29713723122253605,6.6,0,1
892,2005,56.0,5.840641657373398,5.332718793265369,0.688134638736401,2.9464123639192037,4.405992900805995,5.8805329864007,2.6946271807700692,5.780743515792329,4.04305126783455,1.6486586255873816,3.8066624897703196,1.547562508716013,5.091456927866541,15.853190080105414,2.5257286443082556,2.501435951739211,0.28141245943818555,5.8,0,1
893,2004,55.0,5.872117789475416,5.384495062789089,0.6205764877251099,0.9190718537670073,4.405992900805995,4.30406509320417,2.6741486494265287,5.8377304471659395,4.007333185232471,1.6544112780768316,1.6094379124341003,1.62924053973028,4.918245009778339,15.82539380047591,2.5257286443082556,2.509599262378372,0.27002713721306015,5.4,0,1
894,2003,54.0,5.8971538676367405,5.43372200355424,0.5822156198526637,2.4825721870489836,4.405992900805995,5.43372200355424,2.653241964607215,5.8888779583328805,4.02535169073515,1.7298840655099674,3.6375861597263857,1.6863989535702288,4.786436574621204,18.099719615689317,2.533696813957432,2.5257286443082556,0.2669690308542393,5.2,0,1
895,2002,53.2,5.91350300563827,5.472270673671475,0.5877866649021191,2.4701758439337933,4.405992900805995,8.11162807830774,2.631888840136646,5.934894195619588,4.02535169073515,1.7457155307266483,3.58351893845611,1.7227665977411035,4.721738578486278,15.830039241784624,2.5416019934645457,2.533696813957432,0.26082461828189824,4.9,0,1
896,2001,52.5,5.921578419643816,5.5093883366279774,0.6151856390902334,0.7821774909230063,4.405992900805995,7.769378609513984,2.6100697927420065,5.973809611869261,4.02535169073515,1.6601310267496185,3.4965075614664802,1.7749523509116738,2.57861918282199,18.042231274947188,2.5494451709255714,2.5416019934645457,0.24920108563349938,4.3,0,1
897,2000,51.2,5.971261839790462,5.537334267018537,0.6312717768418579,2.533285432526297,4.405992900805995,7.415175109613295,2.5877640352277083,6.003887067106539,4.02535169073515,1.6789639750827108,1.3862943611198906,1.791759469228055,4.827323302984121,18.013273731567985,2.5572273113676265,2.5494451709255714,0.0,3.9,0,1
898,2015,69.9,5.241747015059643,0.0,1.7232773221513311,0.0,4.605170185988092,0.0,4.154184562578117,0.0,4.605170185988092,1.9370408655603775,4.605170185988092,0.09531017980432487,8.501652313113388,13.701389558859574,1.6094379124341003,1.547562508716013,0.5504308783583501,15.3,0,1
899,2014,69.7,2.995732273553991,0.0,0.009950330853168083,3.9423481935326588,4.605170185988092,0.0,4.141546163706395,0.0,4.605170185988092,1.7029282555214393,4.605170185988092,0.09531017980432487,6.305130105931024,11.39174039896543,1.6094379124341003,1.547562508716013,0.5463857991645416,15.2,0,1
900,2013,69.6,5.262690188904886,0.0,0.009950330853168083,6.1348043866035376,4.605170185988092,0.0,4.128745988939433,0.0,4.605170185988092,1.6601310267496185,4.605170185988092,0.09531017980432487,8.46898766391348,13.68735440709401,1.6094379124341003,1.547562508716013,0.5417427264007122,15.0,0,1
901,2012,69.4,5.278114659230517,0.0,0.009950330853168083,6.069548770664439,4.605170185988092,0.0,1.9740810260220096,0.0,4.605170185988092,1.6409365794934714,4.605170185988092,0.09531017980432487,8.422385364211713,13.680374449900947,1.6094379124341003,1.547562508716013,0.538829820175588,14.9,0,1
902,2011,69.2,5.288267030694535,0.0,0.009950330853168083,5.9984230417803,4.605170185988092,0.0,4.102643365036796,0.0,4.605170185988092,1.7227665977411035,4.605170185988092,0.09531017980432487,8.378878121975427,11.371212119846604,1.6094379124341003,1.547562508716013,0.5359084041334538,14.7,0,1
903,2010,69.1,1.0986122886681098,0.0,1.1786549963416462,4.144458220504152,4.605170185988092,0.0,4.089332020398556,0.0,4.605170185988092,1.6544112780768316,4.605170185988092,0.09531017980432487,8.203294933953504,11.362056062526039,1.6094379124341003,1.547562508716013,0.5341514490694873,14.6,0,1
904,2009,68.9,3.1780538303479458,0.0,1.1969481893889715,4.121484331900709,4.605170185988092,0.6931471805599453,4.07753744390572,0.0,4.605170185988092,1.6601310267496185,4.605170185988092,0.09531017980432487,8.122811179271215,13.65530424642066,1.6094379124341003,1.547562508716013,0.532978428407124,14.5,0,1
905,2008,68.7,3.295836866004329,0.0,1.0818051703517284,4.40728690453101,4.605170185988092,0.0,4.065602093356446,0.0,4.605170185988092,1.5432981099295553,4.605170185988092,0.09531017980432487,8.337745370844111,11.342552241692115,1.6094379124341003,1.547562508716013,0.5306282510621704,14.3,0,1
906,2007,68.6,3.4011973816621555,0.0,1.128171090909654,1.9300023193811484,4.605170185988092,0.0,4.053522567701846,0.0,4.605170185988092,1.556037135706985,4.605170185988092,0.09531017980432487,6.173417848604277,13.63496302665617,1.62924053973028,1.5686159179138452,0.5294510878891555,14.2,0,1
907,2006,68.5,5.356586274672012,0.0,1.1184149159642893,3.9726318793558777,4.605170185988092,4.919980925828125,4.041295341132285,0.0,4.59511985013459,1.5769147207285403,4.59511985013459,0.09531017980432487,8.229761704365313,13.62605803616751,1.62924053973028,1.5686159179138452,0.5276827408324136,14.0,0,1
908,2005,68.3,5.3706380281276624,0.0,1.1052568313867783,4.1804004533387875,4.605170185988092,0.0,4.027135812528651,0.0,4.584967478670572,1.528227857008557,4.574710978503383,0.09531017980432487,8.205119601840295,13.619274238331027,1.62924053973028,1.5686159179138452,0.530039842689795,13.9,0,1
909,2004,68.1,5.389071729816501,0.0,0.9669838461896731,3.8065408077006904,4.605170185988092,3.6375861597263857,4.01096295328305,0.0,4.574710978503383,1.528227857008557,4.564348191467836,0.09531017980432487,8.111903627799236,13.61505150677056,1.6486586255873816,1.589235205116581,0.5253200699164433,13.4,0,1
